longitude,latitude,slope_degrees,elevation_m,event_datetime,temperature_2m_C,soil_temperature_level_1_C,soil_temperature_level_2_C,precip_hourly_mm,precip_3h_mm,precip_1d_mm,precip_3d_mm,landslide
7.829,43.862,18.939729968041476,179.32867431640625,2011-11-06 14:00:00,13.715000000000032,13.532860000000028,12.85662000000002,0.34290552,1.5566796199999842,95.38081323,164.52295740999998,0
7.829,43.862,18.939729968041476,179.32867431640625,1972-02-20 09:00:00,4.968560000000025,4.209900000000005,4.481040000000007,0.53942483,2.695764380000014,54.24018108,163.73755868,0
7.829,43.862,18.939729968041476,179.32867431640625,2008-12-16 15:00:00,5.238760000000013,4.652980000000014,5.252130000000022,1.0505319,5.521245299999985,57.62735375,149.97532199999998,0
8.1243,43.9266,30.515397210303977,22.822275161743164,2016-11-25 05:00:00,12.030240000000047,12.438800000000017,13.266380000000026,0.8600205000000001,6.193540999999987,156.13546580000002,215.280955723,0
8.1243,43.9266,30.515397210303977,22.822275161743164,2011-11-06 13:00:00,15.40844000000004,15.213099999999995,14.497900000000016,0.6214082,2.7731879999999878,92.51859794,164.804350745,0
8.1243,43.9266,30.515397210303977,22.822275161743164,1972-02-20 10:00:00,7.848050000000001,7.617600000000039,6.847560000000044,0.6977925,2.4182758999999887,51.15648169999999,164.72077796,0
8.1243,43.9266,30.515397210303977,22.822275161743164,1957-12-14 00:00:00,9.230600000000038,8.645780000000002,8.869700000000023,0.021444634,0.0506211070000017,23.070853052510294,153.8355311225103,0
8.1243,43.9266,30.515397210303977,22.822275161743164,2008-12-16 15:00:00,7.680170000000032,7.695950000000039,7.949400000000026,0.77590346,5.09705385999999,60.170743650000006,150.10940321,0
6.699,43.9585,32.14389626164883,671.0216064453125,2002-11-16 14:00:00,4.671469999999999,6.124840000000006,6.538229999999999,1.2191534000000002,10.66042459999999,49.70512886000002,162.0567984374,0
6.699,43.9585,32.14389626164883,671.0216064453125,1951-11-10 19:00:00,7.360500000000002,7.551420000000007,7.575900000000047,6.007418,17.9193316,72.8421555,160.7272290434227,0
6.699,43.9585,32.14389626164883,671.0216064453125,2011-11-06 10:00:00,7.712060000000008,8.041470000000004,8.266560000000027,0.67902356,6.29119955999998,47.77102575000004,145.74582877,0
6.699,43.9585,32.14389626164883,671.0216064453125,1994-01-08 12:00:00,1.928920000000005,0.4931300000000078,0.6558500000000436,0.12919305,0.3346130103999982,7.439750329850727,137.40932396405069,0
6.699,43.9585,32.14389626164883,671.0216064453125,1965-10-02 03:00:00,5.110250000000008,7.743740000000002,10.34480000000002,0.0052601099999999,0.0171959400000071,22.67063064100001,129.5875506237,0
9.9381,44.0928,29.7190204644769,56.45413589477539,1977-08-30 13:00:00,18.97976,19.49380000000002,18.68783000000002,1.6874308,3.566601299999977,34.7764372013,245.3334962463,0
9.9381,44.0928,29.7190204644769,56.45413589477539,1980-10-19 00:00:00,10.685969999999998,12.038100000000044,13.758200000000045,1.0290742,3.042161499999982,58.93982210000001,202.53971244,0
9.9381,44.0928,29.7190204644769,56.45413589477539,1951-11-10 06:00:00,14.319970000000012,13.823800000000006,14.16410000000002,0.3519207199999999,1.5246122800000004,12.132491861,191.641080631,0
9.9381,44.0928,29.7190204644769,56.45413589477539,2008-10-31 15:00:00,14.760640000000024,14.868250000000046,14.69160000000005,2.0540804,7.397919899999982,55.76256858,179.795576867,0
9.9381,44.0928,29.7190204644769,56.45413589477539,1969-11-14 16:00:00,14.67147,14.73574000000002,15.259299999999996,0.6978512,2.4575292999999885,77.54825414,171.56068208000002,0
10.127,44.0513,14.008801287043747,98.90286254882812,1977-08-30 13:00:00,18.05593000000005,18.66763000000003,17.855800000000045,2.8856182,4.881673459999985,51.156017081,231.814090496,0
10.127,44.0513,14.008801287043747,98.90286254882812,1980-10-18 19:00:00,9.902600000000009,11.430499999999997,12.97607000000005,2.152402,8.960049699999983,67.26239260000001,198.4296087,0
10.127,44.0513,14.008801287043747,98.90286254882812,1976-09-15 21:00:00,13.880700000000047,14.955380000000048,16.111050000000034,1.5412271000000002,5.781918699999993,25.45684928,191.71025309485,0
10.127,44.0513,14.008801287043747,98.90286254882812,1951-11-10 06:00:00,12.876599999999996,12.532770000000028,12.939480000000003,0.2776756999999999,0.9857267300000035,13.234477577000002,188.223216827,0
10.127,44.0513,14.008801287043747,98.90286254882812,2008-10-31 15:00:00,13.784080000000015,13.678800000000024,13.502160000000003,2.1404177,7.239073499999977,56.809613600000006,186.06026441,0
7.1583,44.1867,20.138816183387867,2016.6114501953125,2011-11-06 10:00:00,1.247220000000027,4.070760000000007,4.723600000000033,1.4246032,8.08661800000002,63.43299510000001,183.03821936,0
7.1583,44.1867,20.138816183387867,2016.6114501953125,2002-11-16 15:00:00,0.5075300000000311,3.264060000000029,3.5344800000000305,0.38392842,6.385974520000016,61.10860792,170.7184260075,0
7.1583,44.1867,20.138816183387867,2016.6114501953125,1972-02-20 09:00:00,-4.593939999999975,0.9774700000000394,1.1568200000000388,0.73468965,2.180854790000022,38.52290575000001,149.43353244,0
